"genus","Species","campaign","observer","site","transect","intercept_cm","family_molecules","new_label","GrowthForm","PlanarArea","BenthicType","ntrans","ntransadded","length","cover"
"Acropora","Acropora muricata",2014,"TB","Lagoon 2",4,11,"Acroporidae","Acropora","Arborescent",9503.31777710913,"HardCoral",6,6,1350,0.225
"Acropora","Acropora muricata",2014,"TB","Lagoon 2",4,11,"Acroporidae","Acropora","Arborescent",9503.31777710913,"HardCoral",6,6,1350,0.225
"Acropora","Acropora muricata",2014,"TB","Lagoon 2",4,18,"Acroporidae","Acropora","Arborescent",25446.9004940773,"HardCoral",6,6,1350,0.225
"Acropora","Acropora muricata",2014,"TB","Lagoon 2",4,16,"Acroporidae","Acropora","Arborescent",20106.1929829747,"HardCoral",6,6,1350,0.225
"Acropora","Acropora muricata",2014,"TB","Trimodal",6,5,"Acroporidae","Acropora","Arborescent",1963.49540849362,"HardCoral",6,6,1932,0.322
"Acropora","Acropora muricata",2011,"ahb","Lizard Head",1,12,"Acroporidae","Acropora","Arborescent",11309.7335529233,"HardCoral",6,6,845,0.140833333333333
"Acropora","Acropora nana",2015,"TB","Gnarly Tree",4,4,"Acroporidae","Acropora","BranchingClosed",1256.63706143592,"HardCoral",5,6,648,0.108
"Acropora","Acropora nana",2015,"TB","Easter Point",5,4,"Acroporidae","Acropora","BranchingClosed",1256.63706143592,"HardCoral",5,6,215,0.0358333333333333
"Acropora","Acropora nana",2015,"TB","Washing Machine",1,7,"Acroporidae","Acropora","BranchingClosed",3848.4510006475,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora nana",2015,"TB","Washing Machine",1,4,"Acroporidae","Acropora","BranchingClosed",1256.63706143592,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora nana",2015,"TB","Gnarly Tree",4,11,"Acroporidae","Acropora","BranchingClosed",9503.31777710913,"HardCoral",5,6,648,0.108
"Acropora","Acropora nana",2015,"TB","Washing Machine",1,6,"Acroporidae","Acropora","BranchingClosed",2827.43338823081,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora nana",2015,"TB","Washing Machine",1,5,"Acroporidae","Acropora","BranchingClosed",1963.49540849362,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora nana",2015,"TB","Gnarly Tree",4,6,"Acroporidae","Acropora","BranchingClosed",2827.43338823081,"HardCoral",5,6,648,0.108
"Acropora","Acropora nasuta",2011,"ahb","North Reef",3,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora nasuta",2011,"ahb","Lagoon 1",3,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,1099,0.183166666666667
"Acropora","Acropora nasuta",2011,"ahb","Trimodal",3,12,"Acroporidae","Acropora","Corymbose",11309.7335529233,"HardCoral",6,6,2155,0.359166666666667
"Acropora","Acropora nasuta",2011,"ahb","Horseshoe",4,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,2096,0.349333333333333
"Acropora","Acropora nasuta",2014,"jsm","Horseshoe",6,40,"Acroporidae","Acropora","Corymbose",125663.706143592,"HardCoral",6,6,1981,0.330166666666667
"Acropora","Acropora nasuta",2014,"TB","Lagoon 1",2,6,"Acroporidae","Acropora","Corymbose",2827.43338823081,"HardCoral",6,6,1432,0.238666666666667
"Acropora","Acropora nasuta",2011,"ahb","Horseshoe",1,18,"Acroporidae","Acropora","Corymbose",25446.9004940773,"HardCoral",6,6,2096,0.349333333333333
"Acropora","Acropora nasuta",2011,"ahb","Trimodal",5,20,"Acroporidae","Acropora","Corymbose",31415.9265358979,"HardCoral",6,6,2155,0.359166666666667
"Acropora","Acropora nasuta",2014,"TB","Lagoon 1",2,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,1432,0.238666666666667
"Acropora","Acropora nasuta",2014,"TB","Lagoon 2",2,31,"Acroporidae","Acropora","Corymbose",75476.7635024948,"HardCoral",6,6,1350,0.225
"Acropora","Acropora nasuta",2017,"ahb","Resort",2,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,1394,0.232333333333333
"Acropora","Acropora nasuta",2011,"ahb","Lagoon 1",3,13,"Acroporidae","Acropora","Corymbose",13273.2289614169,"HardCoral",6,6,1099,0.183166666666667
"Acropora","Acropora nasuta",2015,"TB","Turtle Beach",3,7,"Acroporidae","Acropora","Corymbose",3848.4510006475,"HardCoral",5,6,1697,0.282833333333333
"Acropora","Acropora nasuta",2014,"TB","Lagoon 1",1,31,"Acroporidae","Acropora","Corymbose",75476.7635024948,"HardCoral",6,6,1432,0.238666666666667
"Acropora","Acropora nasuta",2014,"TB","Lagoon 2",2,4,"Acroporidae","Acropora","Corymbose",1256.63706143592,"HardCoral",6,6,1350,0.225
"Acropora","Acropora nasuta",2017,"ahb","Resort",5,18,"Acroporidae","Acropora","Corymbose",25446.9004940773,"HardCoral",6,6,1394,0.232333333333333
"Acropora","Acropora nasuta",2011,"ahb","Horseshoe",5,11,"Acroporidae","Acropora","Corymbose",9503.31777710913,"HardCoral",6,6,2096,0.349333333333333
"Acropora","Acropora nasuta",2014,"jsm","Horseshoe",6,15,"Acroporidae","Acropora","Corymbose",17671.4586764426,"HardCoral",6,6,1981,0.330166666666667
"Acropora","Acropora nasuta",2011,"ahb","Lagoon 1",2,7,"Acroporidae","Acropora","Corymbose",3848.4510006475,"HardCoral",6,6,1099,0.183166666666667
"Acropora","Acropora nasuta",2014,"TB","Lizard Head",2,4,"Acroporidae","Acropora","Corymbose",1256.63706143592,"HardCoral",3,6,365,0.0608333333333333
"Acropora","Acropora nasuta",2017,"ahb","Vickies",4,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,431,0.0718333333333333
"Acropora","Acropora nasuta",2014,"TB","Trimodal",2,12,"Acroporidae","Acropora","Corymbose",11309.7335529233,"HardCoral",6,6,1932,0.322
"Acropora","Acropora nasuta",2015,"TB","Resort",4,3,"Acroporidae","Acropora","Corymbose",706.858347057703,"HardCoral",5,6,984,0.164
"Acropora","Acropora nasuta",2014,"TB","Horseshoe",4,9,"Acroporidae","Acropora","Corymbose",6361.72512351933,"HardCoral",6,6,1981,0.330166666666667
"Acropora","Acropora nasuta",2014,"TB","Lagoon 2",4,20,"Acroporidae","Acropora","Corymbose",31415.9265358979,"HardCoral",6,6,1350,0.225
"Acropora","Acropora nasuta",2011,"ahb","Lagoon 2",5,32,"Acroporidae","Acropora","Corymbose",80424.7719318987,"HardCoral",6,6,1904,0.317333333333333
"Acropora","Acropora nasuta",2011,"ahb","Trimodal",2,16,"Acroporidae","Acropora","Corymbose",20106.1929829747,"HardCoral",6,6,2155,0.359166666666667
"Acropora","Acropora nasuta",2016,"jsm","North Reef",9,5,"Acroporidae","Acropora","Corymbose",1963.49540849362,"HardCoral",12,12,322,0.0268333333333333
"Acropora","Acropora nasuta",2011,"ahb","Lizard Head",5,8,"Acroporidae","Acropora","Corymbose",5026.54824574367,"HardCoral",6,6,845,0.140833333333333
"Acropora","Acropora nasuta",2014,"jsm","Lagoon 1",6,15,"Acroporidae","Acropora","Corymbose",17671.4586764426,"HardCoral",6,6,1432,0.238666666666667
"Acropora","Acropora polystoma",2015,"TB","North of Paradise",3,3,"Acroporidae","Acropora","Corymbose",706.858347057703,"HardCoral",5,6,405,0.0675
"Acropora","Acropora polystoma",2015,"TB","Gnarly Tree",1,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",5,6,648,0.108
"Acropora","Acropora polystoma",2015,"TB","Gnarly Tree",1,8,"Acroporidae","Acropora","Corymbose",5026.54824574367,"HardCoral",5,6,648,0.108
"Acropora","Acropora polystoma",2015,"TB","Lizard Head",2,3,"Acroporidae","Acropora","Corymbose",706.858347057703,"HardCoral",5,6,142,0.0236666666666667
"Acropora","Acropora robusta",2016,"jsm","North Reef",7,5,"Acroporidae","Acropora","Arborescent",1963.49540849362,"HardCoral",12,12,322,0.0268333333333333
"Acropora","Acropora robusta",2014,"TB","Trimodal",3,20,"Acroporidae","Acropora","Arborescent",31415.9265358979,"HardCoral",6,6,1932,0.322
"Acropora","Acropora robusta",2014,"TB","Trimodal",2,35,"Acroporidae","Acropora","Arborescent",96211.2750161874,"HardCoral",6,6,1932,0.322
"Acropora","Acropora robusta",2015,"TB","Easter Point",5,21,"Acroporidae","Acropora","Arborescent",34636.0590058275,"HardCoral",5,6,215,0.0358333333333333
"Acropora","Acropora robusta",2015,"TB","South Island",5,7,"Acroporidae","Acropora","Arborescent",3848.4510006475,"HardCoral",5,6,270,0.045
"Acropora","Acropora robusta",2014,"TB","Lizard Head",3,32,"Acroporidae","Acropora","Arborescent",80424.7719318987,"HardCoral",3,6,365,0.0608333333333333
"Acropora","Acropora samoensis",2015,"TB","Lagoon 2",3,3,"Acroporidae","Acropora","Digitate",706.858347057703,"HardCoral",5,6,472,0.0786666666666667
"Acropora","Acropora sarmentosa",2014,"TB","Horseshoe",1,12,"Acroporidae","Acropora","Corymbose",11309.7335529233,"HardCoral",6,6,1981,0.330166666666667
"Acropora","Acropora sarmentosa",2011,"ahb","Horseshoe",2,6,"Acroporidae","Acropora","Corymbose",2827.43338823081,"HardCoral",6,6,2096,0.349333333333333
"Acropora","Acropora sarmentosa",2014,"TB","Horseshoe",5,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,1981,0.330166666666667
"Acropora","Acropora sarmentosa",2014,"TB","Lagoon 2",6,22,"Acroporidae","Acropora","Corymbose",38013.2711084365,"HardCoral",6,6,1350,0.225
"Acropora","Acropora secale",2015,"TB","Lagoon 1",3,16,"Acroporidae","Acropora","BranchingClosed",20106.1929829747,"HardCoral",5,6,1055,0.175833333333333
"Acropora","Acropora secale",2011,"ahb","North Reef",7,11,"Acroporidae","Acropora","BranchingClosed",9503.31777710913,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora secale",2015,"TB","Lizard Head",2,8,"Acroporidae","Acropora","BranchingClosed",5026.54824574367,"HardCoral",5,6,142,0.0236666666666667
"Acropora","Acropora secale",2011,"ahb","North Reef",4,22,"Acroporidae","Acropora","BranchingClosed",38013.2711084365,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora secale",2015,"TB","Lizard Head",1,6,"Acroporidae","Acropora","BranchingClosed",2827.43338823081,"HardCoral",5,6,142,0.0236666666666667
"Acropora","Acropora selago",2016,"jsm","Resort",3,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",6,6,965,0.160833333333333
"Acropora","Acropora selago",2017,"ahb","Resort",2,13,"Acroporidae","Acropora","Corymbose",13273.2289614169,"HardCoral",6,6,1394,0.232333333333333
"Acropora","Acropora spathulata",2011,"ahb","North Reef",3,12,"Acroporidae","Acropora","Corymbose",11309.7335529233,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora spathulata",2011,"ahb","North Reef",7,21,"Acroporidae","Acropora","Corymbose",34636.0590058275,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora spathulata",2015,"TB","Lagoon 1",5,19,"Acroporidae","Acropora","Corymbose",28352.8736986479,"HardCoral",5,6,1055,0.175833333333333
"Acropora","Acropora spathulata",2014,"TB","Trimodal",6,22,"Acroporidae","Acropora","Corymbose",38013.2711084365,"HardCoral",6,6,1932,0.322
"Acropora","Acropora spathulata",2014,"TB","Trimodal",2,7,"Acroporidae","Acropora","Corymbose",3848.4510006475,"HardCoral",6,6,1932,0.322
"Acropora","Acropora spathulata",2015,"TB","Lagoon 2",2,10,"Acroporidae","Acropora","Corymbose",7853.98163397448,"HardCoral",5,6,472,0.0786666666666667
"Acropora","Acropora spathulata",2015,"TB","Gnarly Tree",2,8,"Acroporidae","Acropora","Corymbose",5026.54824574367,"HardCoral",5,6,648,0.108
"Acropora","Acropora spathulata",2015,"TB","Lizard Head",5,4,"Acroporidae","Acropora","Corymbose",1256.63706143592,"HardCoral",5,6,142,0.0236666666666667
"Acropora","Acropora spathulata",2015,"TB","North of Paradise",4,7,"Acroporidae","Acropora","Corymbose",3848.4510006475,"HardCoral",5,6,405,0.0675
"Acropora","Acropora spathulata",2015,"TB","Lagoon 1",3,12,"Acroporidae","Acropora","Corymbose",11309.7335529233,"HardCoral",5,6,1055,0.175833333333333
"Acropora","Acropora spathulata",2014,"TB","Lagoon 2",4,51,"Acroporidae","Acropora","Corymbose",204282.062299676,"HardCoral",6,6,1350,0.225
"Acropora","Acropora spathulata",2011,"ahb","North Reef",7,14,"Acroporidae","Acropora","Corymbose",15393.80400259,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora spathulata",2014,"TB","Trimodal",4,51,"Acroporidae","Acropora","Corymbose",204282.062299676,"HardCoral",6,6,1932,0.322
"Acropora","Acropora spathulata",2014,"TB","Trimodal",1,5,"Acroporidae","Acropora","Corymbose",1963.49540849362,"HardCoral",6,6,1932,0.322
"Acropora","Acropora spathulata",2011,"ahb","North Reef",6,18,"Acroporidae","Acropora","Corymbose",25446.9004940773,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora spathulata",2011,"ahb","North Reef",6,8,"Acroporidae","Acropora","Corymbose",5026.54824574367,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora spathulata",2015,"TB","Lagoon 1",1,19,"Acroporidae","Acropora","Corymbose",28352.8736986479,"HardCoral",5,6,1055,0.175833333333333
"Acropora","Acropora spathulata",2011,"ahb","Lizard Head",2,25,"Acroporidae","Acropora","Corymbose",49087.3852123405,"HardCoral",6,6,845,0.140833333333333
"Acropora","Acropora spathulata",2011,"ahb","Trimodal",6,42,"Acroporidae","Acropora","Corymbose",138544.23602331,"HardCoral",6,6,2155,0.359166666666667
"Acropora","Acropora spathulata",2014,"TB","Horseshoe",5,28,"Acroporidae","Acropora","Corymbose",61575.2160103599,"HardCoral",6,6,1981,0.330166666666667
"Acropora","Acropora spathulata",2011,"ahb","North Reef",6,26,"Acroporidae","Acropora","Corymbose",53092.9158456675,"HardCoral",7,7,2005,0.286428571428571
"Acropora","Acropora spathulata",2015,"TB","Washing Machine",2,7,"Acroporidae","Acropora","Corymbose",3848.4510006475,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora spathulata",2015,"TB","Lizard Head",4,4,"Acroporidae","Acropora","Corymbose",1256.63706143592,"HardCoral",5,6,142,0.0236666666666667
"Acropora","Acropora spathulata",2011,"ahb","Lagoon 1",6,12,"Acroporidae","Acropora","Corymbose",11309.7335529233,"HardCoral",6,6,1099,0.183166666666667
"Acropora","Acropora subulata",2015,"TB","Gnarly Tree",4,6,"Acroporidae","Acropora","Tabular",2827.43338823081,"HardCoral",5,6,648,0.108
"Acropora","Acropora subulata",2015,"TB","Washing Machine",3,4,"Acroporidae","Acropora","Tabular",1256.63706143592,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora subulata",2015,"TB","Gnarly Tree",4,4,"Acroporidae","Acropora","Tabular",1256.63706143592,"HardCoral",5,6,648,0.108
"Acropora","Acropora subulata",2015,"TB","Washing Machine",3,3,"Acroporidae","Acropora","Tabular",706.858347057703,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora subulata",2015,"TB","Washing Machine",3,4,"Acroporidae","Acropora","Tabular",1256.63706143592,"HardCoral",5,6,424,0.0706666666666667
"Acropora","Acropora subulata",2015,"TB","Gnarly Tree",4,11,"Acroporidae","Acropora","Tabular",9503.31777710913,"HardCoral",5,6,648,0.108
"Acropora","Acropora tabular",1995,"AHB","North Reef",1,394,NA,"Acropora","Tabular",12192206.9293166,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",2,211,NA,"Acropora","Tabular",3496671.16326178,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",3,200,NA,"Acropora","Tabular",3141592.65358979,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",4,329,NA,"Acropora","Tabular",8501228.26043032,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",5,582,NA,"Acropora","Tabular",26603320.7498637,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",6,492,NA,"Acropora","Tabular",19011662.102464,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",7,220,NA,"Acropora","Tabular",3801327.11084365,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",8,645,NA,"Acropora","Tabular",32674527.0927423,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",9,370,NA,"Acropora","Tabular",10752100.8569111,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",10,297,NA,"Acropora","Tabular",6927918.65951255,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",11,155,NA,"Acropora","Tabular",1886919.08756237,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",12,226,NA,"Acropora","Tabular",4011499.65936881,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",13,85,NA,"Acropora","Tabular",567450.173054656,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",14,60,NA,"Acropora","Tabular",282743.338823081,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","North Reef",15,80,NA,"Acropora","Tabular",502654.824574367,"HardCoral",15,15,7493,0.499533333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",1,215,NA,"Acropora","Tabular",3630503.0103047,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",2,343,NA,"Acropora","Tabular",9240130.85255464,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",3,48,NA,"Acropora","Tabular",180955.736846772,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",4,213,NA,"Acropora","Tabular",3563272.92751788,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",5,67,NA,"Acropora","Tabular",352565.235549115,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",6,437,NA,"Acropora","Tabular",14998670.1865847,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",7,32,NA,"Acropora","Tabular",80424.7719318987,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",8,140,NA,"Acropora","Tabular",1539380.400259,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",9,293,NA,"Acropora","Tabular",6742564.69295075,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",10,263,NA,"Acropora","Tabular",5432520.55640381,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",11,55,NA,"Acropora","Tabular",237582.944427728,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",12,286,NA,"Acropora","Tabular",6424242.81732577,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",13,108,NA,"Acropora","Tabular",916088.417786784,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",14,115,NA,"Acropora","Tabular",1038689.07109313,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1995,"AHB","South Island",15,239,NA,"Acropora","Tabular",4486272.84914256,"HardCoral",15,15,4706,0.313733333333333
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",1,141,NA,"Acropora","Tabular",1561450.08865047,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",2,204,NA,"Acropora","Tabular",3268512.99679482,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",3,6,NA,"Acropora","Tabular",2827.43338823081,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",4,51,NA,"Acropora","Tabular",204282.062299676,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",5,68,NA,"Acropora","Tabular",363168.11075498,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",6,6,NA,"Acropora","Tabular",2827.43338823081,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",8,59,NA,"Acropora","Tabular",273397.100678652,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","Lizard Head",10,24,NA,"Acropora","Tabular",45238.934211693,"HardCoral",10,10,2402,0.2402
"Acropora","Acropora tabular",1996,"AHB","North Reef",1,193,NA,"Acropora","Tabular",2925529.61883916,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",2,64,NA,"Acropora","Tabular",321699.087727595,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",3,159,NA,"Acropora","Tabular",1985565.09688509,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",4,273,NA,"Acropora","Tabular",5853493.97198484,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",5,137,NA,"Acropora","Tabular",1474113.81288067,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",6,21,NA,"Acropora","Tabular",34636.0590058275,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",7,107,NA,"Acropora","Tabular",899202.357273739,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",8,62,NA,"Acropora","Tabular",301907.054009979,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",9,52,NA,"Acropora","Tabular",212371.66338267,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","North Reef",10,112,NA,"Acropora","Tabular",985203.456165759,"HardCoral",10,10,2291,0.2291
"Acropora","Acropora tabular",1996,"AHB","South Island",2,99,NA,"Acropora","Tabular",769768.739945839,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",3,42,NA,"Acropora","Tabular",138544.23602331,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",4,18,NA,"Acropora","Tabular",25446.9004940773,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",5,33,NA,"Acropora","Tabular",85529.8599939821,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",6,19,NA,"Acropora","Tabular",28352.8736986479,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",7,88,NA,"Acropora","Tabular",608212.337734984,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",8,28,NA,"Acropora","Tabular",61575.2160103599,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","South Island",10,59,NA,"Acropora","Tabular",273397.100678652,"HardCoral",10,10,1417,0.1417
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",1,49,NA,"Acropora","Tabular",188574.099031727,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",2,5,NA,"Acropora","Tabular",1963.49540849362,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",3,54,NA,"Acropora","Tabular",229022.104446696,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",4,44,NA,"Acropora","Tabular",152053.084433746,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",5,82,NA,"Acropora","Tabular",528101.725068444,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",6,76,NA,"Acropora","Tabular",453645.979178366,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",7,18,NA,"Acropora","Tabular",25446.9004940773,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",8,30,NA,"Acropora","Tabular",70685.8347057704,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1996,"AHB","Washing Machine",9,21,NA,"Acropora","Tabular",34636.0590058275,"HardCoral",10,10,2600,0.26
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",1,25,NA,"Acropora","Tabular",49087.3852123405,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",3,77,NA,"Acropora","Tabular",465662.571078347,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",4,3,NA,"Acropora","Tabular",706.858347057703,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",5,56,NA,"Acropora","Tabular",246300.86404144,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",6,37,NA,"Acropora","Tabular",107521.008569111,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",7,20,NA,"Acropora","Tabular",31415.9265358979,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",8,144,NA,"Acropora","Tabular",1628601.63162095,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",9,55,NA,"Acropora","Tabular",237582.944427728,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","Lizard Head",10,21,NA,"Acropora","Tabular",34636.0590058275,"HardCoral",10,10,3259,0.3259
"Acropora","Acropora tabular",1997,"AHB","North Reef",1,81,NA,"Acropora","Tabular",515299.735005066,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",2,55,NA,"Acropora","Tabular",237582.944427728,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",3,154,NA,"Acropora","Tabular",1862650.28431339,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",4,276,NA,"Acropora","Tabular",5982849.0494964,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",5,58,NA,"Acropora","Tabular",264207.942166902,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",6,117,NA,"Acropora","Tabular",1075131.54587477,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",8,200,NA,"Acropora","Tabular",3141592.65358979,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",9,256,NA,"Acropora","Tabular",5147185.40364152,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","North Reef",10,252,NA,"Acropora","Tabular",4987592.49683916,"HardCoral",10,10,2970,0.297
"Acropora","Acropora tabular",1997,"AHB","South Island",1,342,NA,"Acropora","Tabular",9186331.07836191,"HardCoral",10,10,3304,0.3304
"Acropora","Acropora tabular",1997,"AHB","South Island",2,19,NA,"Acropora","Tabular",28352.8736986479,"HardCoral",10,10,3304,0.3304
