"","campaign","observer","site","transect","species","intercept_cm","GrowthForm","ln_area_cm2","ColonySA","ColonySAlwr","ColonySAupr","ColonyVol","ColonyVollwr","ColonyVolupr","Convexity","Convexitylwr","Convexityupr","ConvexSA","ConvexSAlwr","ConvexSAupr","ConvexVol","ConvexVollwr","ConvexVolupr","FracDim","FracDimlwr","FracDimupr","Packing","Packinglwr","Packingupr","Sphericity","Sphericitylwr","Sphericityupr","Vsa","Vsalwr","Vsaupr"
"819",2011,"ahb","Trimodal",2,"Astrea curta",8,"Massive",3.91730900985738,8.09624640251499,7.65433257677417,8.5381602282558,10.5519758375031,10.0763604473319,11.0275912276744,1.30367142686418,0.0785844954085473,2.52875835831981,8.10847451006999,7.78955782406918,8.42739119607081,11.0892529883735,10.4811104395701,11.6973955371768,1.85388878286915,1.62812420740312,2.07965335833517,-0.0122281075864978,-0.296273877101562,0.271817661928567,2.11369660871312,0.782703521640623,3.44468969578563,0.0623816815203922,-0.617684898723782,0.742448261764566
"820",2011,"ahb","Trimodal",3,"Acropora hyacinthus",30,"Tabular",6.56082979706749,9.05595584840403,8.49089203909512,9.62101965771294,11.5393447657144,11.021404695325,12.0572848361038,-2.1133672274807,-3.44747378631751,-0.779260668643896,8.7421121077431,8.3343215681697,9.14990264731651,11.4791782424122,10.7015620529808,12.2567944318436,2.43287111582098,2.14419177702459,2.72155045461737,0.313843740394295,-0.049358257803425,0.677045738592015,-3.86593780653504,-5.56784433250584,-2.16403128056424,2.21508960782683,1.34550601475355,3.08467320090011
"821",2011,"ahb","Trimodal",3,"Acropora hyacinthus",24,"Tabular",6.11454242918066,8.88241447021817,8.33798797851641,9.42684096191993,11.2849505500157,10.7769411311572,11.7929599688742,-2.05744592780603,-3.36597318104691,-0.748918674565137,8.57598790742616,8.18309073519239,8.96888507965994,11.2489267309257,10.4997107186307,11.9981427432207,2.42699725336595,2.14886109058476,2.70513341614714,0.306426562536372,-0.0435105355405538,0.656363660613298,-3.74686200151112,-5.38661132517038,-2.10711267785186,2.17078968072638,1.33296510760904,3.00861425384372
"822",2011,"ahb","Trimodal",3,"Isopora palifera",13,"Arborescent",4.88833205770812,9.21963728138996,8.46315860817577,9.97611595460415,10.674446052574,10.2076617259649,11.1412303791831,-2.66460468342359,-3.8669446205968,-1.46226474625038,8.63357480777291,8.087645584836,9.17950403070982,11.8012108544395,10.7601778709781,12.8422438379009,2.34117424801687,1.95470503940815,2.72764345662558,0.586062472891865,0.099826120149002,1.07229882563473,-4.31457758833917,-6.59300343952853,-2.03615173714982,2.21672324266963,1.05256897920435,3.38087750613491
"823",2011,"ahb","Trimodal",3,"Isopora palifera",6,"Arborescent",3.34194265444484,8.48274641792823,7.85824822882061,9.10724460703585,9.79296800117696,9.35380405616634,10.2321319461876,-2.47083691974456,-3.60203246328083,-1.33964137620829,7.99995215074874,7.54926950340265,8.45063479809484,10.8563649511652,9.99695775834811,11.7157721439822,2.30057716856907,1.98153404221558,2.61962029492257,0.482794266600675,0.0813900598224146,0.884198473378936,-3.72077819087194,-5.60169416175864,-1.83986221998524,2.03066838261943,1.06962049704324,2.99171626819563
"824",2011,"ahb","Trimodal",3,"Isopora palifera",6,"Arborescent",3.34194265444484,8.48274641792823,7.85824822882061,9.10724460703585,9.79296800117696,9.35380405616634,10.2321319461876,-2.47083691974456,-3.60203246328083,-1.33964137620829,7.99995215074874,7.54926950340265,8.45063479809484,10.8563649511652,9.99695775834811,11.7157721439822,2.30057716856907,1.98153404221558,2.61962029492257,0.482794266600675,0.0813900598224146,0.884198473378936,-3.72077819087194,-5.60169416175864,-1.83986221998524,2.03066838261943,1.06962049704324,2.99171626819563
"825",2011,"ahb","Trimodal",3,"Isopora palifera",5,"Arborescent",2.97731368802997,8.30899215309843,7.71521828221634,8.90276602398052,9.58512098016141,9.15184722196272,10.0183947383601,-2.42514769085713,-3.54117133071604,-1.30912405099821,7.85054788424238,7.42203810675772,8.27905766172703,10.6335761863138,9.81645046130238,11.4507019113252,2.29100463070295,1.98765791902723,2.59435134237867,0.458444268311749,0.0767885104501247,0.840100026173374,-3.58076400033278,-5.36914189528431,-1.79238610538124,1.9867978082522,1.0730319510012,2.9005636655032
"826",2011,"ahb","Trimodal",3,"Isopora palifera",12,"Arborescent",4.72824585757134,9.14335244782982,8.40063748606105,9.88606740959858,10.5831931822075,10.1194532614668,11.0469331029482,-2.64454534718466,-3.83904352414471,-1.4500471702246,8.56798056400125,8.03198422160703,9.10397690639547,11.7033979814007,10.6813060178211,12.7254899449803,2.33697153415208,1.9575339192395,2.71640914906467,0.575371883118544,0.0979823321301749,1.05276143410691,-4.25310595061103,-6.49007710244671,-2.01613479877535,2.19746236601103,1.0544892460831,3.34043548593896
"827",2011,"ahb","Trimodal",3,"Favites halicora",6,"Massive",3.34194265444484,7.86054784686654,7.44166522546767,8.27943046826541,10.2240035863107,9.75971290891012,10.6882942637112,1.37576675534301,0.179849943073248,2.57168356761276,7.86879866386496,7.56650294542728,8.17109438230263,10.7287351052584,10.1522870961927,11.3051831143242,1.87179861654954,1.65780020400456,2.08579702909451,-0.00825081702596073,-0.27749298507144,0.260991351019518,2.05549604546528,0.793870269349155,3.31712182158141,0.090791589833487,-0.553831988939811,0.735415168606785
"834",2011,"ahb","Trimodal",3,"Acropora fat_digitifera",11,"Digitate",4.55422419970315,8.84195190591756,8.42183770113834,9.26206611069678,10.7153102162363,10.239531561638,11.1910888708345,-1.15503450433747,-2.38054197120881,0.0704729625338647,8.18703887864344,7.88385436137822,8.49022339590866,11.1047234476565,10.526580587214,11.6828663080991,2.45597560747993,2.24134800462041,2.67060321033944,0.654913027189113,0.384879243157399,0.924946811220827,-3.52840477201278,-4.79373993414474,-2.26306960988083,1.46652154915034,0.820002671680831,2.11304042661984
"835",2011,"ahb","Trimodal",3,"Acropora fat_digitifera",13,"Digitate",4.88833205770812,8.98981208422024,8.55727962651632,9.42234454192416,10.905759493119,10.4231137771817,11.3884052090564,-1.19689933627217,-2.44009493367476,0.0462962611304181,8.31766289251887,8.00551647400055,8.62980931103718,11.2977420737275,10.7025097547855,11.8929743926695,2.4627741034196,2.24180227361748,2.68374593322172,0.672149191612593,0.394133416517088,0.950164966708097,-3.63856960273941,-4.94130709952017,-2.33583210595866,1.485821342523,0.820191864055776,2.15145082099022
"836",2011,"ahb","Trimodal",3,"Acropora fat_digitifera",12,"Digitate",4.72824585757134,8.91896557903068,8.49239555711613,9.34553560094522,10.8145066227525,10.3351707017213,11.2938425437837,-1.17684000003324,-2.41151024991959,0.057830249853106,8.25507501400324,7.94723151644299,8.56291851156348,11.2052581118481,10.6182310372023,11.792285186494,2.45951663624081,2.24159089077985,2.67744238170177,0.663890564940464,0.389707221788309,0.938073908092619,-3.5857846450762,-4.87056397817094,-2.30100531198147,1.47657393779896,0.82012012454295,2.13302775105496
"837",2011,"ahb","Trimodal",3,"Acropora fat_digitifera",25,"Digitate",6.19618747571759,9.5686064186478,9.08662397535734,10.0505888619383,11.651267605722,11.1403306408253,12.1622045706187,-1.36077799389127,-2.67684600057857,-0.04470998720398,8.82898676645954,8.48115369455443,9.17681983836465,12.0533078284244,11.3900245943012,12.7165910625476,2.48938661652271,2.2431518183488,2.73562141469662,0.739619652084717,0.429819265623205,1.04942003854623,-4.06980660386908,-5.52148171051345,-2.61813149722472,1.56136981803512,0.819641153183345,2.3030984828869
"838",2011,"ahb","Trimodal",3,"Acropora nasuta",12,"Corymbose",4.72824585757134,9.10924621521946,8.66706439347508,9.55142803696385,10.6374972606082,10.1568213960485,11.118173125168,-2.01418638774866,-3.25230805518715,-0.776064720310181,8.28175416774416,7.96264407662149,8.60086425886684,11.2151072256197,10.6065958723953,11.8236185788441,2.67596054136771,2.4500590523216,2.90186203041383,0.827492047401197,0.543274020023565,1.11171007477883,-3.68291447452299,-5.01471473441367,-2.35111421463231,2.04076166389532,1.3602826613302,2.72124066646043
"839",2011,"ahb","Trimodal",3,"Pocillopora damicornis",21,NA,5.84748158374485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",2011,"ahb","Trimodal",3,"Platygyra daedalea",16,"Massive",5.30361331820722,8.66414530743616,8.16555779238407,9.16273282248825,11.3422016485368,10.8373969870246,11.847006310049,1.12996286093591,-0.17030959983074,2.43023532170255,8.68595641368809,8.32613993201265,9.04577289536352,11.9578951845984,11.27176077435,12.6440295948468,1.81073631251805,1.55601832880324,2.06545429623285,-0.0218111062929103,-0.342284615231363,0.298662402645542,2.25392672613287,0.752239073064954,3.75561437920079,-0.00606997180234692,-0.773352384262517,0.761212440657824
"842",2011,"ahb","Trimodal",3,"Goniastrea edwardsi",18,"Massive",5.53917902110583,8.76064468632963,8.25229025031997,9.26899912233929,11.476479597111,10.966471731964,11.9864874622579,1.10044569058165,-0.213229147202965,2.41412052836626,8.78408416941796,8.41721917764216,9.15094916119375,12.105497921089,11.4059226998519,12.8050731423261,1.80340369301392,1.54369599267303,2.06311139335481,-0.0234394831309218,-0.350190805565106,0.303311839303262,2.27775512079238,0.74665063684184,3.80885960474292,-0.0177015174394927,-0.800014363772139,0.764611328893154
"843",2011,"ahb","Trimodal",3,"Dipsastraea rotundata",16,"Massive",5.30361331820722,8.66414530743616,8.16555779238407,9.16273282248825,11.3422016485368,10.8373969870246,11.847006310049,1.12996286093591,-0.17030959983074,2.43023532170255,8.68595641368809,8.32613993201265,9.04577289536352,11.9578951845984,11.27176077435,12.6440295948468,1.81073631251805,1.55601832880324,2.06545429623285,-0.0218111062929103,-0.342284615231363,0.298662402645542,2.25392672613287,0.752239073064954,3.75561437920079,-0.00606997180234692,-0.773352384262517,0.761212440657824
"844",2011,"ahb","Trimodal",3,"Pocillopora verrucosa",19,NA,5.64731441070522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",2011,"ahb","Trimodal",3,"Pocillopora verrucosa",13,NA,4.88833205770812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",2011,"ahb","Trimodal",3,"Favites abdita",9,"Massive",4.15288073022646,8.19274824646239,7.74131319871612,8.64418329420866,10.6862572161759,10.2058649173667,11.1666495149852,1.27415350250075,0.0367622418202083,2.51154476318129,8.2066047724503,7.88081689032077,8.53239265457983,11.2368594953412,10.6156142557397,11.8581047349427,1.84655597605497,1.61592720644346,2.07718474566649,-0.0138565260210126,-0.304022182884542,0.276309130842516,2.13752561206337,0.77785571079865,3.49719551332809,0.0507498387581493,-0.643969066242191,0.74546874375849
"847",2011,"ahb","Trimodal",4,"Acropora hyacinthus",19,"Tabular",5.64731441070522,8.70073020109531,8.17777990773573,9.22368049445489,11.0186196747428,10.5207506921637,11.5164886573218,-1.99890069458267,-3.28130828007948,-0.716493109085867,8.40206884423954,8.02467043580141,8.77946725267767,11.0078713813822,10.2882099773336,11.7275327854309,2.42084777813286,2.15368335807373,2.688012198192,0.298661356611664,-0.037471640011461,0.634794353234788,-3.62219893364717,-5.19726444370968,-2.04713342358466,2.12441111694188,1.31963652758264,2.92918570630112
"848",2011,"ahb","Trimodal",4,"Acropora hyacinthus",11,"Tabular",4.55422419970315,8.27567586313143,7.80235167708856,8.74900004917429,10.3955327425884,9.92027086413049,10.8707946210464,-1.86193283562144,-3.08610919397733,-0.637756477265554,7.99518137611151,7.65359672312227,8.33676602910074,10.443917096801,9.79254897898341,11.0952852146186,2.40646094576347,2.16464947100222,2.64827242052471,0.280494486802763,-0.0237406939573204,0.584729667562847,-3.33054694839123,-4.75614439040646,-1.90494950637599,2.01590744835072,1.28750308125626,2.74431181544518
"849",2011,"ahb","Trimodal",4,"Acropora hyacinthus",15,"Tabular",5.17453826536619,8.51688851132482,8.0155175088448,9.01825951380485,10.7491262376686,10.2612349222517,11.2370175530856,-1.93966026250922,-3.19636743986268,-0.682953085155754,8.2260845688045,7.86425932312501,8.587909814484,10.7639536057694,10.0739886814244,11.4539185301144,2.41462528059077,2.15848527108524,2.67076529009631,0.290803942287868,-0.0314586888331214,0.613066573408858,-3.49605554677759,-5.00612674050148,-1.98598435305371,2.07748182814636,1.30591587290928,2.84904778338344
"850",2011,"ahb","Trimodal",4,"Acropora hyacinthus",12,"Tabular",4.72824585757134,8.34334517334209,7.86218597863045,8.82450436805373,10.4947291491047,10.0159792337294,10.97347906448,-1.88373833131721,-3.11689915176617,-0.650577510868245,8.05995849245263,7.71271953571935,8.40719744918592,10.5336994940605,9.87154917875515,11.1958498093659,2.40875135180241,2.16293713419213,2.6545655694127,0.283386680668009,-0.0258845522290439,0.592657913565062,-3.37697839703466,-4.82617397463166,-1.92778281943767,2.03318140076834,1.29271964320274,2.77364315833394
"851",2011,"ahb","Trimodal",4,"Acropora hyacinthus",52,"Tabular",7.66092313431333,9.48373339178981,8.86736094280836,10.1001058407713,12.1664236432753,11.6230684888649,12.7097787976856,-2.2512126015802,-3.6507831633474,-0.851642039812996,9.15160639118942,8.70678786024204,9.59642492213681,12.0467456259041,11.1985207225367,12.8949705292715,2.44735012064084,2.13245826578662,2.76224197549507,0.332127000306634,-0.0640542829680475,0.728308283581316,-4.15945832528569,-6.01590051122766,-2.30301613934373,2.3242884293719,1.37574534445518,3.27283151428861
"852",2011,"ahb","Trimodal",4,"Acropora hyacinthus",25,"Tabular",6.19618747571759,8.91416261035746,8.36596928379065,9.46235593692427,11.3314901320742,10.821681417957,11.8412988461914,-2.06767632517524,-3.38083819107328,-0.754514459277211,8.60637912851317,8.21076353829404,9.00199471873231,11.2910495798415,10.5366498135603,12.0454493461227,2.42807183402407,2.14801127371417,2.70813239433397,0.307783481586647,-0.04457479782826,0.660141761001555,-3.76864605891932,-5.41974065143755,-2.11755146640108,2.17889403202546,1.33527263075792,3.02251543329301
"853",2011,"ahb","Trimodal",4,"Isopora palifera",15,"Arborescent",5.17453826536619,9.35602126012404,8.57488914510698,10.1371533751411,10.8375902707714,10.3652642277732,11.3099163137697,-2.70046727837667,-3.91708153144976,-1.48385302530357,8.75084587634751,8.18712496303951,9.31456678965551,11.9760832133853,10.9011232376881,13.0510431890825,2.34868796747603,1.94962382859314,2.74775210635893,0.605175383024256,0.103092714913569,1.10725805113494,-4.42447815626864,-6.77715730912186,-2.07179900341543,2.2511583311402,1.04906458517509,3.4532520771053
"854",2011,"ahb","Trimodal",4,"Isopora palifera",6,"Arborescent",3.34194265444484,8.48274641792823,7.85824822882061,9.10724460703585,9.79296800117696,9.35380405616634,10.2321319461876,-2.47083691974456,-3.60203246328083,-1.33964137620829,7.99995215074874,7.54926950340265,8.45063479809484,10.8563649511652,9.99695775834811,11.7157721439822,2.30057716856907,1.98153404221558,2.61962029492257,0.482794266600675,0.0813900598224146,0.884198473378936,-3.72077819087194,-5.60169416175864,-1.83986221998524,2.03066838261943,1.06962049704324,2.99171626819563
"855",2011,"ahb","Trimodal",4,"Isopora palifera",21,"Arborescent",5.84748158374485,9.67669455360005,8.83738877369962,10.5160003335005,11.2211836682257,10.7353506482452,11.7070166882063,-2.78478932663295,-4.03619476040884,-1.53338389285706,9.02657987485911,8.42087667600929,9.63228307370893,12.3872524416302,11.2322364034731,13.5422684797873,2.36635462588848,1.93757077245788,2.79513847931907,0.650114677924981,0.110640141887082,1.18958921396288,-4.682882240091,-7.21077371104638,-2.15499076913562,2.33212394992835,1.04050604103128,3.62374185882542
"856",2011,"ahb","Trimodal",4,"Isopora palifera",10,"Arborescent",4.36360804914986,8.96959396957624,8.2581532345133,9.68103470463918,10.3753411210418,9.91838256372876,10.8322996783549,-2.59885501036422,-3.77588579689834,-1.42182422383011,8.41857267454215,7.90514605537743,8.93199929370687,11.480603814072,10.5015500783841,12.4596575497599,2.32739876415837,1.96393850072021,2.69085902759653,0.551021294358576,0.0937336530032746,1.00830893571388,-4.11308836482214,-6.25586518028644,-1.97031154935784,2.15359072781194,1.05874589708148,3.24843555854241
"857",2011,"ahb","Trimodal",4,"Isopora palifera",11,"Arborescent",4.55422419970315,9.06042704142383,8.33265128546528,9.78820279738238,10.4839967756912,10.0235201249057,10.9444734264768,-2.62273985148889,-3.80883251958919,-1.4366471833886,8.49667636015356,7.97146121927638,9.02189150103074,11.5970705258641,10.5955372462842,12.5986038054439,2.33240297525275,1.96059748964024,2.70420846086527,0.563750680576711,0.0959634953961853,1.03153786575724,-4.18628322447859,-6.37825922454136,-1.99430722441581,2.17652483557268,1.05654184180767,3.29650782933769
"858",2011,"ahb","Trimodal",4,"Isopora palifera",6,"Arborescent",3.34194265444484,8.48274641792823,7.85824822882061,9.10724460703585,9.79296800117696,9.35380405616634,10.2321319461876,-2.47083691974456,-3.60203246328083,-1.33964137620829,7.99995215074874,7.54926950340265,8.45063479809484,10.8563649511652,9.99695775834811,11.7157721439822,2.30057716856907,1.98153404221558,2.61962029492257,0.482794266600675,0.0813900598224146,0.884198473378936,-3.72077819087194,-5.60169416175864,-1.83986221998524,2.03066838261943,1.06962049704324,2.99171626819563
"859",2011,"ahb","Trimodal",4,"Isopora palifera",8,"Arborescent",3.91730900985738,8.75692199721768,8.08359746409503,9.43024653034033,10.1209402523695,9.67198065969039,10.5698998450485,-2.54293224822339,-3.69935935531234,-1.38650514113444,8.23570464498434,7.74978540870214,8.72162388126653,11.2079145302338,10.2813146505886,12.1345144098791,2.31568215673892,1.97169466751189,2.65966964596596,0.521217351600073,0.0884293870606533,0.954005316139492,-3.94171361273005,-5.96968885754212,-1.91373836791798,2.09989396480977,1.06370662247532,3.13608130714423
"860",2011,"ahb","Trimodal",4,"Isopora palifera",10,"Arborescent",4.36360804914986,8.96959396957624,8.2581532345133,9.68103470463918,10.3753411210418,9.91838256372876,10.8322996783549,-2.59885501036422,-3.77588579689834,-1.42182422383011,8.41857267454215,7.90514605537743,8.93199929370687,11.480603814072,10.5015500783841,12.4596575497599,2.32739876415837,1.96393850072021,2.69085902759653,0.551021294358576,0.0937336530032746,1.00830893571388,-4.11308836482214,-6.25586518028644,-1.97031154935784,2.15359072781194,1.05874589708148,3.24843555854241
"861",2011,"ahb","Trimodal",4,"Isopora palifera",13,"Arborescent",4.88833205770812,9.21963728138996,8.46315860817577,9.97611595460415,10.674446052574,10.2076617259649,11.1412303791831,-2.66460468342359,-3.8669446205968,-1.46226474625038,8.63357480777291,8.087645584836,9.17950403070982,11.8012108544395,10.7601778709781,12.8422438379009,2.34117424801687,1.95470503940815,2.72764345662558,0.586062472891865,0.099826120149002,1.07229882563473,-4.31457758833917,-6.59300343952853,-2.03615173714982,2.21672324266963,1.05256897920435,3.38087750613491
"862",2011,"ahb","Trimodal",4,"Isopora palifera",6,"Arborescent",3.34194265444484,8.48274641792823,7.85824822882061,9.10724460703585,9.79296800117696,9.35380405616634,10.2321319461876,-2.47083691974456,-3.60203246328083,-1.33964137620829,7.99995215074874,7.54926950340265,8.45063479809484,10.8563649511652,9.99695775834811,11.7157721439822,2.30057716856907,1.98153404221558,2.61962029492257,0.482794266600675,0.0813900598224146,0.884198473378936,-3.72077819087194,-5.60169416175864,-1.83986221998524,2.03066838261943,1.06962049704324,2.99171626819563
"863",2011,"ahb","Trimodal",4,"Isopora palifera",39,"Arborescent",7.08555914636726,10.2666675851199,9.31972736122804,11.2136078090118,11.9269167746967,11.4146383354841,12.4391952139093,-2.93992458562029,-4.25944795285162,-1.62040121838896,9.53387382887572,8.85049390171865,10.2172537560328,13.1437194159325,11.8405815465604,14.4468572853046,2.39885765071925,1.91508560018369,2.88262970125482,0.73279375531104,0.124135802305767,1.34145170831631,-5.15829270860009,-8.01036661635372,-2.30621880084646,2.4810840677091,1.0238261992135,3.93834193620469
"864",2011,"ahb","Trimodal",4,"Goniastrea retiformis",21,"Massive",5.84748158374485,8.8869406854494,8.36575270911558,9.40812866178323,11.6522192533594,11.1353034713552,12.1691350353637,1.06181434845462,-0.269653855230975,2.39328255214021,8.91251134784536,8.53638475366784,9.28863794202288,12.2986767300269,11.5814405498691,13.0159129101848,1.79380694206009,1.52754285308811,2.06007103103208,-0.0255706624406581,-0.360570907231746,0.30942958235043,2.30894113406471,0.739183518079911,3.8786987500495,-0.0329245965348748,-0.834987134713089,0.769137941643339
"865",2011,"ahb","Trimodal",4,"Goniastrea retiformis",9,"Massive",4.15288073022646,8.19274824646239,7.74131319871612,8.64418329420866,10.6862572161759,10.2058649173667,11.1666495149852,1.27415350250075,0.0367622418202083,2.51154476318129,8.2066047724503,7.88081689032077,8.53239265457983,11.2368594953412,10.6156142557397,11.8581047349427,1.84655597605497,1.61592720644346,2.07718474566649,-0.0138565260210126,-0.304022182884542,0.276309130842516,2.13752561206337,0.77785571079865,3.49719551332809,0.0507498387581493,-0.643969066242191,0.74546874375849
"866",2011,"ahb","Trimodal",4,"Acropora fat_digitifera",24,"Digitate",6.11454242918066,9.53247422106776,9.05361308487955,10.011335357256,11.6047280236635,11.0956186053273,12.1138374419997,-1.35054759652206,-2.66190822103858,-0.0391869720055338,8.79706652442937,8.45148601141483,9.14264703744391,12.0061403813546,11.347152554042,12.6651282086672,2.48772528619457,2.24308509885153,2.7323654735376,0.735407696535763,0.42761357017771,1.04320182289382,-4.04288591788128,-5.48516001026963,-2.60061182549294,1.55665357898144,0.819728331726658,2.29357882623623
"867",2011,"ahb","Trimodal",4,"Acropora fat_digitifera",10,"Digitate",4.36360804914986,8.75759430302706,8.34451942996753,9.17066917608659,10.6066545615868,10.1347226969667,11.078586426207,-1.13114966321281,-2.34674859426382,0.0844492678382103,8.11251490053819,7.81441046950911,8.41061933156728,10.9946019207148,10.4261462818175,11.563057559612,2.45209691054263,2.24106555574029,2.66312826534496,0.64507940240601,0.379570238964837,0.910588565847183,-3.46555322435732,-4.70968673741026,-2.22141971130437,1.45551057700159,0.819824613034598,2.09119654096858
"868",2011,"ahb","Trimodal",4,"Acropora fat_digitifera",13,"Digitate",4.88833205770812,8.98981208422024,8.55727962651632,9.42234454192416,10.905759493119,10.4231137771817,11.3884052090564,-1.19689933627217,-2.44009493367476,0.0462962611304181,8.31766289251887,8.00551647400055,8.62980931103718,11.2977420737275,10.7025097547855,11.8929743926695,2.4627741034196,2.24180227361748,2.68374593322172,0.672149191612593,0.394133416517088,0.950164966708097,-3.63856960273941,-4.94130709952017,-2.33583210595866,1.485821342523,0.820191864055776,2.15145082099022
"869",2011,"ahb","Trimodal",4,"Porites massive",12,"Massive",4.72824585757134,8.42844629903349,7.9535591465243,8.90333345154269,11.0142287673412,10.5218462768545,11.5066112578279,1.20205832790291,-0.0662171880672042,2.47033384387302,8.44628010708884,8.10356750548895,8.78899270868872,11.5973766089633,10.9438576048073,12.2508956131192,1.82864618060151,1.58603621880459,2.07125614239842,-0.0178338080923812,-0.323073605560057,0.287405989375294,2.19572605108735,0.765421135712298,3.62603096646241,0.0223399910834449,-0.708469644182949,0.753149626349839
"870",2011,"ahb","Trimodal",4,"Acropora gemmifera",18,"Digitate",5.53917902110583,9.27784586058928,8.82085843210257,9.73483328907599,11.2767574525223,10.7803017170414,11.7732131880032,-1.2784526373545,-2.55721999045636,0.000314715747357752,8.57212037006906,8.24232549209098,8.90191524804713,11.673745162693,11.0448589786839,12.302631346702,2.47601767232105,2.24255230695788,2.70948303768421,0.705725490424094,0.411990969750034,0.999460011098154,-3.85317229415706,-5.22956532095408,-2.47677926736004,1.52341762052078,0.820154089028983,2.22668115201258
"871",2011,"ahb","Trimodal",4,"Pocillopora damicornis",21,NA,5.84748158374485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",2011,"ahb","Trimodal",4,"Pocillopora damicornis",10,NA,4.36360804914986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",2011,"ahb","Trimodal",4,"Pocillopora damicornis",12,NA,4.72824585757134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",2011,"ahb","Trimodal",4,"Pocillopora verrucosa",10,NA,4.36360804914986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875",2011,"ahb","Trimodal",4,"Stylophora pistillata",6,NA,3.34194265444484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",2011,"ahb","Trimodal",4,"Cyphastrea microphthalma",8,"Massive",3.91730900985738,8.09624640251499,7.65433257677417,8.5381602282558,10.5519758375031,10.0763604473319,11.0275912276744,1.30367142686418,0.0785844954085473,2.52875835831981,8.10847451006999,7.78955782406918,8.42739119607081,11.0892529883735,10.4811104395701,11.6973955371768,1.85388878286915,1.62812420740312,2.07965335833517,-0.0122281075864978,-0.296273877101562,0.271817661928567,2.11369660871312,0.782703521640623,3.44468969578563,0.0623816815203922,-0.617684898723782,0.742448261764566
"877",2011,"ahb","Trimodal",4,"Acropora monticulosa",35,"Digitate",6.86913190738486,9.866419478922,9.35856208907561,10.3742768687684,12.0348616377768,11.5085759734154,12.5611473021382,-1.44510018164635,-2.80070326545206,-0.0894970978406298,9.09208354994851,8.72557726230449,9.45858983759253,12.4420769235249,11.7431857155568,13.1409681314929,2.50307982928829,2.24362605948657,2.76253359909,0.774335928862349,0.447904089213512,1.10076776851118,-4.29169545690513,-5.82130289557504,-2.76208801823522,1.60024255978987,0.81869462386462,2.38179049571512
"878",2011,"ahb","Trimodal",4,"Pocillopora eydouxi",35,"Arborescent",6.86913190738486,10.1635349235317,9.2354579027413,11.0916119443221,11.8035481972318,11.2960312672167,12.3110651272468,-2.91280552879777,-4.22006423257949,-1.60554682501604,9.44519422338499,8.77542733539999,10.11496111137,13.011482096097,11.7343029447929,14.2886612474012,2.39317582581985,1.91904059312541,2.86731105851429,0.718340699234024,0.121807311536255,1.31487408693179,-5.07518662688998,-7.87044675904823,-2.27992649473173,2.45504448183574,1.02681542682924,3.88327353684224
"879",2011,"ahb","Trimodal",5,"Acropora hyacinthus",13,"Tabular",4.88833205770812,8.40559560165204,7.91720535522012,8.89398584808397,10.5859820194712,10.1039850508686,11.0679789880738,-1.90379766755614,-3.14532222592595,-0.662273109186332,8.11954833051017,7.76709092864889,8.47200573237146,10.6162922183945,9.94419084483398,11.288393591955,2.41085834471374,2.16134993328848,2.660366756139,0.286047270916476,-0.0278718130561779,0.599966354889129,-3.41969166773459,-4.89066633277207,-1.94871700269712,2.04907207459455,1.29748236327747,2.80066178591164
"880",2011,"ahb","Trimodal",5,"Acropora hyacinthus",20,"Tabular",5.74989922717327,8.74062088972292,8.21296742062381,9.26827435882204,11.0770954143801,10.5770232405968,11.5771675881635,-2.01175491515124,-3.29983746577257,-0.723672364529902,8.44025460038385,8.05946204328333,8.82104715748438,11.0607976140004,10.3346639044589,11.7869313235419,2.42219795997816,2.15263078532677,2.69176513462955,0.30036628909243,-0.0387897339541428,0.639522312139003,-3.64957001892347,-5.23880094774408,-2.06033909010286,2.1345940175081,1.32258165359833,2.94660638141787
