"campaign","observer","site","transect","species","intercept_cm","genus"
2011,"ahb","Lagoon 1",3,"Acropora nasuta",13,"Acropora"
2011,"ahb","Lagoon 1",3,"Favites halicora",8,"Favites"
2011,"ahb","Lagoon 1",3,"Coscinaraea columna",8,"Coscinaraea"
2011,"ahb","Lagoon 1",3,"Coscinaraea columna",7,"Coscinaraea"
2011,"ahb","Lagoon 1",3,"Coscinaraea columna",6,"Coscinaraea"
2011,"ahb","Lagoon 1",3,"Dipsastraea pallida",9,"Dipsastraea"
2011,"ahb","Lagoon 1",3,"Danafungia scruposa",8,"Danafungia"
2011,"ahb","Lagoon 1",3,"Danafungia scruposa",9,"Danafungia"
2011,"ahb","Lagoon 1",3,"Echinopora lamellosa",12,"Echinopora"
2011,"ahb","Lagoon 1",3,"Echinopora lamellosa",25,"Echinopora"
2011,"ahb","Lagoon 1",3,"Echinopora lamellosa",35,"Echinopora"
2011,"ahb","Lagoon 1",4,"soft",20,"soft"
2011,"ahb","Lagoon 1",4,"Porites sp.",11,"Porites"
2011,"ahb","Lagoon 1",4,"Porites sp.",20,"Porites"
2011,"ahb","Lagoon 1",4,"Porites sp.",10,"Porites"
2011,"ahb","Lagoon 1",4,"Porites sp.",11,"Porites"
2011,"ahb","Lagoon 1",4,"soft",28,"soft"
2011,"ahb","Lagoon 1",4,"soft",35,"soft"
2011,"ahb","Lagoon 1",4,"soft",25,"soft"
2011,"ahb","Lagoon 1",4,"soft",18,"soft"
2011,"ahb","Lagoon 1",4,"Goniopora tenuidens",6,"Goniopora"
2011,"ahb","Lagoon 1",4,"Favites halicora",22,"Favites"
2011,"ahb","Lagoon 1",4,"Favites halicora",8,"Favites"
2011,"ahb","Lagoon 1",4,"Coscinaraea columna",8,"Coscinaraea"
2011,"ahb","Lagoon 1",4,"Coscinaraea columna",5,"Coscinaraea"
2011,"ahb","Lagoon 1",4,"Coscinaraea columna",18,"Coscinaraea"
2011,"ahb","Lagoon 1",4,"Coscinaraea columna",5,"Coscinaraea"
2011,"ahb","Lagoon 1",4,"Acropora gemmifera",6,"Acropora"
2011,"ahb","Lagoon 1",4,"Galaxea fascicularis",6,"Galaxea"
2011,"ahb","Lagoon 1",4,"Platygyra sinensis",25,"Platygyra"
2011,"ahb","Lagoon 1",4,"Echinopora horrida",16,"Echinopora"
2011,"ahb","Lagoon 1",4,"Porites cylindrica",8,"Porites"
2011,"ahb","Lagoon 1",4,"Porites cylindrica",10,"Porites"
2011,"ahb","Lagoon 1",4,"Porites cylindrica",9,"Porites"
2011,"ahb","Lagoon 1",4,"Porites rus",10,"Porites"
2011,"ahb","Lagoon 1",4,"Acropora tenuis",8,"Acropora"
2011,"ahb","Lagoon 1",5,"Lithophyllon repanda",10,"Lithophyllon"
2011,"ahb","Lagoon 1",5,"Fungia fungites",8,"Fungia"
2011,"ahb","Lagoon 1",5,"Porites sp.",12,"Porites"
2011,"ahb","Lagoon 1",5,"soft",12,"soft"
2011,"ahb","Lagoon 1",5,"Turbinaria stellulata",7,"Turbinaria"
2011,"ahb","Lagoon 1",5,"Porites annae",6,"Porites"
2011,"ahb","Lagoon 1",5,"Porites annae",7,"Porites"
2011,"ahb","Lagoon 1",5,"Goniopora tenuidens",11,"Goniopora"
2011,"ahb","Lagoon 1",5,"Goniastrea retiformis",18,"Goniastrea"
2011,"ahb","Lagoon 1",5,"Goniastrea retiformis",7,"Goniastrea"
2011,"ahb","Lagoon 1",5,"Goniastrea retiformis",10,"Goniastrea"
2011,"ahb","Lagoon 1",5,"Lobophyllia radians",12,"Lobophyllia"
2011,"ahb","Lagoon 1",5,"Coscinaraea columna",5,"Coscinaraea"
2011,"ahb","Lagoon 1",5,"Goniastrea favulus",16,"Goniastrea"
2011,"ahb","Lagoon 1",5,"Galaxea fascicularis",8,"Galaxea"
2011,"ahb","Lagoon 1",5,"Porites cylindrica",9,"Porites"
2011,"ahb","Lagoon 1",5,"Porites cylindrica",9,"Porites"
2011,"ahb","Lagoon 1",5,"Porites cylindrica",10,"Porites"
2011,"ahb","Lagoon 1",6,"soft",8,"soft"
2011,"ahb","Lagoon 1",6,"soft",13,"soft"
2011,"ahb","Lagoon 1",6,"soft",11,"soft"
2011,"ahb","Lagoon 1",6,"soft",6,"soft"
2011,"ahb","Lagoon 1",6,"soft",6,"soft"
2011,"ahb","Lagoon 1",6,"Fungia fungites",6,"Fungia"
2011,"ahb","Lagoon 1",6,"Porites sp.",18,"Porites"
2011,"ahb","Lagoon 1",6,"Porites sp.",7,"Porites"
2011,"ahb","Lagoon 1",6,"Porites sp.",8,"Porites"
2011,"ahb","Lagoon 1",6,"soft",6,"soft"
2011,"ahb","Lagoon 1",6,"soft",14,"soft"
2011,"ahb","Lagoon 1",6,"soft",10,"soft"
2011,"ahb","Lagoon 1",6,"soft",6,"soft"
2011,"ahb","Lagoon 1",6,"soft",18,"soft"
2011,"ahb","Lagoon 1",6,"soft",8,"soft"
2011,"ahb","Lagoon 1",6,"soft",6,"soft"
2011,"ahb","Lagoon 1",6,"soft",8,"soft"
2011,"ahb","Lagoon 1",6,"soft",11,"soft"
2011,"ahb","Lagoon 1",6,"soft",14,"soft"
2011,"ahb","Lagoon 1",6,"soft",12,"soft"
2011,"ahb","Lagoon 1",6,"soft",10,"soft"
2011,"ahb","Lagoon 1",6,"soft",8,"soft"
2011,"ahb","Lagoon 1",6,"soft",10,"soft"
2011,"ahb","Lagoon 1",6,"soft",12,"soft"
2011,"ahb","Lagoon 1",6,"soft",25,"soft"
2011,"ahb","Lagoon 1",6,"soft",18,"soft"
2011,"ahb","Lagoon 1",6,"soft",50,"soft"
2011,"ahb","Lagoon 1",6,"Psammocora contigua",12,"Psammocora"
2011,"ahb","Lagoon 1",6,"Turbinaria stellulata",12,"Turbinaria"
2011,"ahb","Lagoon 1",6,"Turbinaria stellulata",20,"Turbinaria"
2011,"ahb","Lagoon 1",6,"Goniastrea retiformis",25,"Goniastrea"
2011,"ahb","Lagoon 1",6,"Coeloseris mayeri",9,"Coeloseris"
2011,"ahb","Lagoon 1",6,"Platygyra daedalea",14,"Platygyra"
2011,"ahb","Lagoon 1",6,"Platygyra daedalea",8,"Platygyra"
2011,"ahb","Lagoon 1",6,"Goniastrea favulus",8,"Goniastrea"
2011,"ahb","Lagoon 1",6,"Goniastrea favulus",22,"Goniastrea"
2011,"ahb","Lagoon 1",6,"Lobophyllia hemprichii",11,"Lobophyllia"
2011,"ahb","Lagoon 1",6,"Acropora spathulata",12,"Acropora"
2011,"ahb","Lagoon 2",1,"Acropora horrida",350,"Acropora"
2011,"ahb","Lagoon 2",1,"Porites cylindrica",55,"Porites"
2011,"ahb","Lagoon 2",1,"Hydnophora rigida",25,"Hydnophora"
2011,"ahb","Lagoon 2",1,"Hydnophora rigida",15,"Hydnophora"
2011,"ahb","Lagoon 2",1,"Hydnophora rigida",12,"Hydnophora"
2011,"ahb","Lagoon 2",1,"Hydnophora rigida",14,"Hydnophora"
2011,"ahb","Lagoon 2",2,"Hydnophora rigida",35,"Hydnophora"
2011,"ahb","Lagoon 2",2,"Astreopora myriophthalma",5,"Astreopora"
2011,"ahb","Lagoon 2",2,"Astreopora myriophthalma",11,"Astreopora"
2011,"ahb","Lagoon 2",2,"Porites lichen",11,"Porites"
2011,"ahb","Lagoon 2",2,"soft",6,"soft"
2011,"ahb","Lagoon 2",2,"soft",16,"soft"
2011,"ahb","Lagoon 2",2,"soft",12,"soft"
2011,"ahb","Lagoon 2",2,"soft",13,"soft"
2011,"ahb","Lagoon 2",2,"soft",15,"soft"
2011,"ahb","Lagoon 2",2,"Pleuractis paumotensis",8,"Pleuractis"
2011,"ahb","Lagoon 2",2,"soft",22,"soft"
2011,"ahb","Lagoon 2",2,"soft",35,"soft"
2011,"ahb","Lagoon 2",2,"Acropora tenuis",11,"Acropora"
2011,"ahb","Lagoon 2",2,"Stylophora pistillata",20,"Stylophora"
2011,"ahb","Lagoon 2",2,"Dipsastraea lizardensis",72,"Dipsastraea"
2011,"ahb","Lagoon 2",3,"Hydnophora rigida",26,"Hydnophora"
2011,"ahb","Lagoon 2",3,"Hydnophora rigida",17,"Hydnophora"
2011,"ahb","Lagoon 2",3,"soft",10,"soft"
2011,"ahb","Lagoon 2",3,"Porites sp.",10,"Porites"
2011,"ahb","Lagoon 2",3,"Coeloseris mayeri",32,"Coeloseris"
2011,"ahb","Lagoon 2",3,"Acropora elseyi",115,"Acropora"
2011,"ahb","Lagoon 2",3,"Echinopora horrida",8,"Echinopora"
2011,"ahb","Lagoon 2",3,"Acropora muricata",35,"Acropora"
2011,"ahb","Lagoon 2",3,"Acropora muricata",80,"Acropora"
2011,"ahb","Lagoon 2",3,"Acropora muricata",12,"Acropora"
2011,"ahb","Lagoon 2",4,"Acropora horrida",120,"Acropora"
2011,"ahb","Lagoon 2",4,"Acropora horrida",30,"Acropora"
2011,"ahb","Lagoon 2",4,"Porites cylindrica",70,"Porites"
2011,"ahb","Lagoon 2",4,"Porites cylindrica",40,"Porites"
2011,"ahb","Lagoon 2",4,"Porites lichen",5,"Porites"
2011,"ahb","Lagoon 2",4,"soft",12,"soft"
2011,"ahb","Lagoon 2",4,"soft",13,"soft"
2011,"ahb","Lagoon 2",4,"soft",35,"soft"
2011,"ahb","Lagoon 2",4,"soft",25,"soft"
2011,"ahb","Lagoon 2",4,"soft",10,"soft"
2011,"ahb","Lagoon 2",4,"soft",28,"soft"
2011,"ahb","Lagoon 2",4,"Stylophora pistillata",22,"Stylophora"
2011,"ahb","Lagoon 2",4,"Porites sp.",12,"Porites"
2011,"ahb","Lagoon 2",4,"Porites sp.",40,"Porites"
2011,"ahb","Lagoon 2",4,"Porites sp.",10,"Porites"
2011,"ahb","Lagoon 2",4,"Porites sp.",11,"Porites"
2011,"ahb","Lagoon 2",4,"Echinopora horrida",35,"Echinopora"
2011,"ahb","Lagoon 2",4,"Lobophyllia hemprichii",15,"Lobophyllia"
2011,"ahb","Lagoon 2",4,"Acropora millepora",28,"Acropora"
2011,"ahb","Lagoon 2",5,"Acropora horrida",120,"Acropora"
2011,"ahb","Lagoon 2",5,"Acropora horrida",8,"Acropora"
2011,"ahb","Lagoon 2",5,"Acropora horrida",30,"Acropora"
2011,"ahb","Lagoon 2",5,"Porites lichen",12,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",11,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",8,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",16,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",24,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",25,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",30,"Porites"
2011,"ahb","Lagoon 2",5,"Porites lichen",80,"Porites"
2011,"ahb","Lagoon 2",5,"soft",60,"soft"
2011,"ahb","Lagoon 2",5,"soft",12,"soft"
2011,"ahb","Lagoon 2",5,"Porites sp.",31,"Porites"
2011,"ahb","Lagoon 2",5,"Acropora nasuta",32,"Acropora"
2011,"ahb","Lagoon 1",2,"Psammocora contigua",42,"Psammocora"
2011,"ahb","Lagoon 2",5,"Lithophyllon repanda",12,"Lithophyllon"
2011,"ahb","Lagoon 2",6,"Porites lichen",12,"Porites"
2011,"ahb","Lagoon 2",6,"soft",15,"soft"
2011,"ahb","Lagoon 2",6,"soft",25,"soft"
2011,"ahb","Lagoon 2",6,"soft",35,"soft"
2011,"ahb","Lagoon 2",6,"soft",42,"soft"
2011,"ahb","Lagoon 2",6,"Stylophora pistillata",8,"Stylophora"
2011,"ahb","Lagoon 2",6,"Porites sp.",16,"Porites"
2011,"ahb","Lagoon 2",6,"Coscinaraea columna",12,"Coscinaraea"
2011,"ahb","Horseshoe",1,"Acropora muricata",220,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora muricata",30,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora muricata",12,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora muricata",50,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora austera",60,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora austera",15,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora hyacinthus",15,"Acropora"
2011,"ahb","Horseshoe",1,"Acropora hyacinthus",18,"Acropora"
2011,"ahb","Horseshoe",1,"Montipora grisea",31,"Montipora"
2011,"ahb","Horseshoe",1,"Acropora gemmifera",12,"Acropora"
2011,"ahb","Horseshoe",1,"Echinopora lamellosa",51,"Echinopora"
2011,"ahb","Horseshoe",1,"soft",15,"soft"
2011,"ahb","Horseshoe",1,"soft",12,"soft"
2011,"ahb","Horseshoe",1,"soft",6,"soft"
2011,"ahb","Horseshoe",1,"soft",8,"soft"
2011,"ahb","Horseshoe",1,"soft",10,"soft"
2011,"ahb","Horseshoe",1,"soft",7,"soft"
2011,"ahb","Horseshoe",1,"Montipora crassituberculata",13,"Montipora"
2011,"ahb","Horseshoe",1,"Montipora crassituberculata",30,"Montipora"
2011,"ahb","Horseshoe",1,"Montipora crassituberculata",30,"Montipora"
2011,"ahb","Horseshoe",1,"Porites sp.",60,"Porites"
2011,"ahb","Horseshoe",1,"Acropora nasuta",18,"Acropora"
2011,"ahb","Horseshoe",1,"soft",35,"soft"
2011,"ahb","Horseshoe",2,"Acropora muricata",30,"Acropora"
2011,"ahb","Horseshoe",2,"Acropora muricata",120,"Acropora"
2011,"ahb","Horseshoe",2,"Porites sp.",10,"Porites"
2011,"ahb","Horseshoe",2,"Porites sp.",12,"Porites"
2011,"ahb","Horseshoe",2,"Porites sp.",20,"Porites"
2011,"ahb","Horseshoe",2,"soft",17,"soft"
2011,"ahb","Horseshoe",2,"soft",8,"soft"
2011,"ahb","Horseshoe",2,"soft",10,"soft"
2011,"ahb","Horseshoe",2,"soft",15,"soft"
2011,"ahb","Horseshoe",2,"soft",8,"soft"
2011,"ahb","Horseshoe",2,"soft",13,"soft"
2011,"ahb","Horseshoe",2,"Acropora yongei",10,"Acropora"
2011,"ahb","Horseshoe",2,"Acropora yongei",85,"Acropora"
2011,"ahb","Horseshoe",2,"Acropora elseyi",70,"Acropora"
2011,"ahb","Horseshoe",2,"Acropora tenuis",28,"Acropora"
2011,"ahb","Horseshoe",2,"Montipora incrassata",42,"Montipora"
2011,"ahb","Horseshoe",2,"Montipora incrassata",11,"Montipora"
2011,"ahb","Horseshoe",2,"Acropora sarmentosa",6,"Acropora"
2011,"ahb","Horseshoe",2,"Goniopora tenuidens",8,"Goniopora"
2011,"ahb","Horseshoe",2,"Pocillopora damicornis",8,"Pocillopora"
2011,"ahb","Horseshoe",2,"Isopora palifera",14,"Isopora"
2011,"ahb","Horseshoe",3,"soft",13,"soft"
2011,"ahb","Horseshoe",3,"soft",12,"soft"
2011,"ahb","Horseshoe",3,"Porites sp.",15,"Porites"
2011,"ahb","Horseshoe",3,"Porites sp.",70,"Porites"
2011,"ahb","Horseshoe",3,"Porites sp.",80,"Porites"
2011,"ahb","Horseshoe",3,"Porites sp.",15,"Porites"
2011,"ahb","Horseshoe",3,"Porites sp.",21,"Porites"
2011,"ahb","Horseshoe",3,"Porites sp.",40,"Porites"
2011,"ahb","Horseshoe",3,"soft",30,"soft"
2011,"ahb","Horseshoe",3,"soft",35,"soft"
2011,"ahb","Horseshoe",3,"soft",16,"soft"
2011,"ahb","Horseshoe",3,"soft",18,"soft"
2011,"ahb","Horseshoe",3,"soft",21,"soft"
2011,"ahb","Horseshoe",3,"soft",30,"soft"
2011,"ahb","Horseshoe",3,"soft",12,"soft"
2011,"ahb","Horseshoe",3,"soft",12,"soft"
2011,"ahb","Horseshoe",3,"soft",8,"soft"
2011,"ahb","Horseshoe",3,"soft",24,"soft"
2011,"ahb","Horseshoe",3,"soft",22,"soft"
2011,"ahb","Horseshoe",3,"soft",20,"soft"
2011,"ahb","Horseshoe",3,"soft",35,"soft"
2011,"ahb","Horseshoe",3,"soft",20,"soft"
2011,"ahb","Horseshoe",3,"Porites lichen",18,"Porites"
2011,"ahb","Horseshoe",3,"Stylophora pistillata",10,"Stylophora"
2011,"ahb","Horseshoe",3,"Halomitra pileus",11,"Halomitra"
2011,"ahb","Horseshoe",4,"Acropora muricata",35,"Acropora"
2011,"ahb","Horseshoe",4,"Acropora muricata",60,"Acropora"
2011,"ahb","Horseshoe",4,"Porites sp.",35,"Porites"
2011,"ahb","Horseshoe",4,"Porites sp.",12,"Porites"
2011,"ahb","Horseshoe",4,"Porites sp.",8,"Porites"
2011,"ahb","Horseshoe",4,"Acropora nasuta",10,"Acropora"
2011,"ahb","Horseshoe",4,"soft",10,"soft"
2011,"ahb","Horseshoe",4,"soft",15,"soft"
2011,"ahb","Horseshoe",4,"soft",12,"soft"
2011,"ahb","Horseshoe",4,"soft",15,"soft"
2011,"ahb","Horseshoe",4,"soft",8,"soft"
2011,"ahb","Horseshoe",4,"soft",30,"soft"
2011,"ahb","Horseshoe",4,"soft",40,"soft"
2011,"ahb","Horseshoe",4,"soft",25,"soft"
2011,"ahb","Horseshoe",4,"Pocillopora damicornis",13,"Pocillopora"
2011,"ahb","Horseshoe",4,"Isopora palifera",12,"Isopora"
2011,"ahb","Horseshoe",4,"Goniastrea retiformis",5,"Goniastrea"
2011,"ahb","Horseshoe",4,"soft",30,"soft"
2011,"ahb","Horseshoe",4,"Goniastrea pectinata",18,"Goniastrea"
2011,"ahb","Horseshoe",4,"Platygyra sinensis",17,"Platygyra"
2011,"ahb","Horseshoe",4,"Porites lichen",25,"Porites"
2011,"ahb","Horseshoe",5,"Acropora muricata",45,"Acropora"
2011,"ahb","Horseshoe",5,"Montipora grisea",30,"Montipora"
2011,"ahb","Horseshoe",5,"Montipora crassituberculata",20,"Montipora"
2011,"ahb","Horseshoe",5,"Acropora nasuta",11,"Acropora"
2011,"ahb","Horseshoe",5,"soft",15,"soft"
2011,"ahb","Horseshoe",5,"soft",22,"soft"
2011,"ahb","Horseshoe",5,"soft",15,"soft"
2011,"ahb","Horseshoe",5,"soft",25,"soft"
2011,"ahb","Horseshoe",5,"soft",12,"soft"
2011,"ahb","Horseshoe",5,"Acropora yongei",8,"Acropora"
2011,"ahb","Horseshoe",5,"Acropora elseyi",18,"Acropora"
2011,"ahb","Horseshoe",5,"Acropora elseyi",15,"Acropora"
2011,"ahb","Horseshoe",5,"Montipora undata",26,"Montipora"
2011,"ahb","Horseshoe",5,"Acropora florida",20,"Acropora"
2011,"ahb","Horseshoe",5,"Pocillopora damicornis",10,"Pocillopora"
2011,"ahb","Horseshoe",5,"Stylophora pistillata",22,"Stylophora"
2011,"ahb","Horseshoe",5,"Acropora loripes",11,"Acropora"
2011,"ahb","Horseshoe",6,"Porites sp.",50,"Porites"
2011,"ahb","Horseshoe",6,"Porites sp.",10,"Porites"
2011,"ahb","Horseshoe",6,"soft",22,"soft"
2011,"ahb","Horseshoe",6,"soft",6,"soft"
2011,"ahb","Horseshoe",6,"soft",8,"soft"
2011,"ahb","Horseshoe",6,"soft",40,"soft"
2011,"ahb","Horseshoe",6,"soft",30,"soft"
2011,"ahb","Horseshoe",6,"soft",50,"soft"
2011,"ahb","Horseshoe",6,"soft",8,"soft"
2011,"ahb","Horseshoe",6,"soft",35,"soft"
2011,"ahb","Horseshoe",6,"soft",30,"soft"
2011,"ahb","Horseshoe",6,"soft",21,"soft"
2011,"ahb","Horseshoe",6,"soft",15,"soft"
2011,"ahb","Horseshoe",6,"soft",11,"soft"
2011,"ahb","Horseshoe",6,"soft",30,"soft"
2011,"ahb","Horseshoe",6,"soft",50,"soft"
2011,"ahb","Horseshoe",6,"soft",40,"soft"
2011,"ahb","Horseshoe",6,"Montipora undata",8,"Montipora"
2011,"ahb","Horseshoe",6,"Dipsastraea pallida",12,"Dipsastraea"
2011,"ahb","Horseshoe",6,"Montipora aequituberculata",12,"Montipora"
2011,"ahb","Horseshoe",6,"Acropora digitifera",34,"Acropora"
2011,"ahb","Horseshoe",6,"Isopora palifera",31,"Isopora"
2011,"ahb","Horseshoe",6,"Porites lichen",22,"Porites"
2011,"ahb","Horseshoe",6,"Goniastrea retiformis",12,"Goniastrea"
2014,"TB","Horseshoe",1,"Acropora muricata",21,"Acropora"
2014,"TB","Horseshoe",1,"Acropora yongei",153,"Acropora"
2014,"TB","Horseshoe",1,"Acropora tenuis",5,"Acropora"
2014,"TB","Horseshoe",1,"Acropora hyacinthus",13,"Acropora"
2014,"TB","Horseshoe",1,"Acropora muricata",17,"Acropora"
2014,"TB","Horseshoe",1,"Acropora gemmifera",35,"Acropora"
2014,"TB","Horseshoe",1,"Acropora sarmentosa",12,"Acropora"
2014,"TB","Horseshoe",1,"Porites sp.",34,"Porites"
2014,"TB","Horseshoe",1,"Porites sp.",12,"Porites"
2014,"TB","Horseshoe",1,"soft",91,"soft"
2014,"TB","Horseshoe",1,"soft",69,"soft"
2014,"TB","Horseshoe",1,"soft",29,"soft"
2014,"TB","Horseshoe",1,"soft",47,"soft"
2014,"TB","Horseshoe",1,"Isopora palifera",13,"Isopora"
2014,"TB","Horseshoe",1,"Lobophyllia hemprichii",7,"Lobophyllia"
2014,"TB","Horseshoe",2,"Acropora muricata",18,"Acropora"
2014,"TB","Horseshoe",2,"Acropora muricata",5,"Acropora"
2014,"TB","Horseshoe",2,"Acropora gemmifera",3,"Acropora"
2014,"TB","Horseshoe",2,"Acropora florida",9,"Acropora"
2014,"TB","Horseshoe",2,"Acropora tenuis",16,"Acropora"
2014,"TB","Horseshoe",2,"Acropora loripes",4,"Acropora"
2014,"TB","Horseshoe",2,"Porites sp.",42,"Porites"
2014,"TB","Horseshoe",2,"Porites sp.",14,"Porites"
2014,"TB","Horseshoe",2,"soft",19,"soft"
2014,"TB","Horseshoe",2,"soft",18,"soft"
2014,"TB","Horseshoe",2,"soft",33,"soft"
2014,"TB","Horseshoe",2,"soft",14,"soft"
2014,"TB","Horseshoe",2,"soft",9,"soft"
2014,"TB","Horseshoe",2,"soft",6,"soft"
2014,"TB","Horseshoe",2,"soft",13,"soft"
2014,"TB","Horseshoe",2,"Isopora palifera",6,"Isopora"
2014,"TB","Horseshoe",2,"Isopora palifera",7,"Isopora"
2014,"TB","Horseshoe",2,"Diploastrea heliopora",140,"Diploastrea"
2014,"TB","Horseshoe",3,"Acropora intermedia",30,"Acropora"
2014,"TB","Horseshoe",3,"Acropora gemmifera",16,"Acropora"
2014,"TB","Horseshoe",3,"Acropora muricata",12,"Acropora"
2014,"TB","Horseshoe",3,"Acropora muricata",38,"Acropora"
2014,"TB","Horseshoe",3,"Acropora muricata",4,"Acropora"
2014,"TB","Horseshoe",3,"Acropora valida",6,"Acropora"
2014,"TB","Horseshoe",3,"Montipora danae",7,"Montipora"
2014,"TB","Horseshoe",3,"Montipora tuberculosa",9,"Montipora"
2014,"TB","Horseshoe",3,"Montipora tuberculosa",17,"Montipora"
2014,"TB","Horseshoe",3,"Porites sp.",14,"Porites"
2014,"TB","Horseshoe",3,"Seriatopora hystrix",12,"Seriatopora"
2014,"TB","Horseshoe",3,"soft",43,"soft"
2014,"TB","Horseshoe",3,"soft",12,"soft"
2014,"TB","Horseshoe",3,"soft",19,"soft"
2014,"TB","Horseshoe",3,"Isopora palifera",4,"Isopora"
2014,"TB","Horseshoe",3,"Isopora palifera",6,"Isopora"
2014,"TB","Horseshoe",3,"Platygyra pini",16,"Platygyra"
2014,"TB","Horseshoe",4,"Acropora cytherea",6,"Acropora"
2014,"TB","Horseshoe",4,"Acropora sp. ",4,"Acropora"
2014,"TB","Horseshoe",4,"Acropora nasuta",9,"Acropora"
2014,"TB","Horseshoe",4,"Acropora florida",122,"Acropora"
2014,"TB","Horseshoe",4,"Dipsastraea pallida",5,"Dipsastraea"
2014,"TB","Horseshoe",4,"Montipora aequituberculata",11,"Montipora"
2014,"TB","Horseshoe",4,"Montipora aequituberculata",23,"Montipora"
2014,"TB","Horseshoe",4,"Porites sp.",21,"Porites"
2014,"TB","Horseshoe",4,"Porites sp.",82,"Porites"
2014,"TB","Horseshoe",4,"soft",30,"soft"
2014,"TB","Horseshoe",4,"soft",102,"soft"
2014,"TB","Horseshoe",4,"soft",24,"soft"
2014,"TB","Horseshoe",4,"soft",43,"soft"
2014,"TB","Horseshoe",4,"soft",9,"soft"
2014,"TB","Horseshoe",4,"soft",11,"soft"
2014,"TB","Horseshoe",4,"soft",8,"soft"
2014,"TB","Horseshoe",4,"soft",19,"soft"
2014,"TB","Horseshoe",4,"soft",15,"soft"
2014,"TB","Horseshoe",4,"soft",58,"soft"
2014,"TB","Horseshoe",4,"Isopora palifera",4,"Isopora"
2014,"TB","Horseshoe",4,"Isopora palifera",12,"Isopora"
2014,"TB","Horseshoe",4,"Lobophyllia hemprichii",4,"Lobophyllia"
2014,"TB","Horseshoe",5,"Acropora elseyi",21,"Acropora"
2014,"TB","Horseshoe",5,"Acropora elseyi",6,"Acropora"
2014,"TB","Horseshoe",5,"Acropora elseyi",3,"Acropora"
2014,"TB","Horseshoe",5,"Acropora elseyi",10,"Acropora"
2014,"TB","Horseshoe",5,"Acropora sarmentosa",10,"Acropora"
2014,"TB","Horseshoe",5,"Acropora muricata",16,"Acropora"
2014,"TB","Horseshoe",5,"Acropora muricata",15,"Acropora"
2014,"TB","Horseshoe",5,"Acropora muricata",17,"Acropora"
2014,"TB","Horseshoe",5,"Acropora gemmifera",4,"Acropora"
2014,"TB","Horseshoe",5,"Acropora fat_digitifera",8,"Acropora"
2014,"TB","Horseshoe",5,"Acropora intermedia",5,"Acropora"
2014,"TB","Horseshoe",5,"Acropora spathulata",28,"Acropora"
2014,"TB","Horseshoe",5,"Montipora undata",9,"Montipora"
2014,"TB","Horseshoe",5,"Montipora undata",7,"Montipora"
2014,"TB","Horseshoe",5,"Montipora undata",18,"Montipora"
2014,"TB","Horseshoe",5,"Montipora undata",8,"Montipora"
2014,"TB","Horseshoe",5,"Montipora undata",19,"Montipora"
2014,"TB","Horseshoe",5,"Porites sp.",11,"Porites"
2014,"TB","Horseshoe",5,"Porites sp.",25,"Porites"
2014,"TB","Horseshoe",5,"Porites sp.",16,"Porites"
2014,"TB","Horseshoe",5,"Porites sp.",24,"Porites"
2014,"TB","Horseshoe",5,"Porites sp.",5,"Porites"
2014,"TB","Horseshoe",5,"Porites sp.",16,"Porites"
2014,"TB","Horseshoe",5,"soft",12,"soft"
2014,"TB","Horseshoe",5,"soft",29,"soft"
2014,"TB","Horseshoe",5,"soft",15,"soft"
2014,"TB","Horseshoe",5,"soft",7,"soft"
2014,"TB","Horseshoe",5,"Lobophyllia hemprichii",90,"Lobophyllia"
2014,"TB","Horseshoe",5,"Echinopora lamellosa",35,"Echinopora"
2014,"TB","Lagoon 1",1,"Acropora nasuta",31,"Acropora"
2014,"TB","Lagoon 1",1,"Acropora digitifera",6,"Acropora"
2014,"TB","Lagoon 1",1,"Acropora digitifera",6,"Acropora"
2014,"TB","Lagoon 1",1,"Goniastrea edwardsi",4,"Goniastrea"
2014,"TB","Lagoon 1",1,"Favites abdita",9,"Favites"
2014,"TB","Lagoon 1",1,"Favites abdita",8,"Favites"
2014,"TB","Lagoon 1",1,"Dipsastraea pallida",7,"Dipsastraea"
2014,"TB","Lagoon 1",1,"Goniastrea edwardsi",11,"Goniastrea"
2014,"TB","Lagoon 1",1,"Goniastrea edwardsi",12,"Goniastrea"
2014,"TB","Lagoon 1",1,"Goniastrea stelligera",8,"Goniastrea"
2014,"TB","Lagoon 1",1,"Psammocora profundacella",4,"Psammocora"
2014,"TB","Lagoon 1",1,"Porites cylindrica",32,"Porites"
2014,"TB","Lagoon 1",1,"Porites sp.",9,"Porites"
2014,"TB","Lagoon 1",1,"Porites cylindrica",8,"Porites"
2014,"TB","Lagoon 1",1,"Porites cylindrica",3,"Porites"
